__FALSE__2 , 	If theres a government shutdown, people dont get their Social Security checks.	federal-budget,social-security	barack-obama	President	Illinois	democrat	a press conference
__FALSE__2 , 	Wisconsins lawsuit rules are so anti-business that the states system is one of the most promiscuous in America.	legal-issues,small-business	national-federation-independent-business-wiscons		Wisconsin	none	a news release
__FALSE__2 , 	Bryce Reeves chaired a group bankrolled by a New York billionaire who fired hundreds of Virginia workers and sent their jobs to China.	china,jobs,message-machine-2012	edd-houck		Virginia	democrat	a TV ad.
__FALSE__2 , 	In 2011, Alabama and Massachusetts passed legislation allowing non-citizens who are legal residents to vote in state and local elections.	elections,legal-issues	anastasia-williams	State representative in Rhode Island	Rhode Island	democrat	a House Judiciary Committee hearing
__FALSE__2 , 	The Red Sox waited 87 long years to win the World Series.	baseball,recreation	mitt-romney	Former governor	Massachusetts	republican	a debate in St. Petersburg
__FALSE__2 , 	The largest tax increase that we have ever had in our state is yours it is the business margins tax that you signed, governor.	corporations,economy,small-business,taxes	kay-bailey-hutchison	U.S. Senator	Texas	republican	in a Republican gubernatorial debate
__FALSE__2 , 	We are giving almost $2 billion of taxpayer money to the junk food and fast food industries every year to make the (childhood obesity) epidemic worse.	consumer-safety,food-safety,health-care,taxes	dennis-kucinich	U.S. representative	Ohio	democrat	a news release
__FALSE__2 , 	There is a precedent for not nominating someone to the U.S. Supreme Court in the middle of a presidential election.	congress,history,legal-issues,supreme-court	paul-ryan	U.S. Representative	Wisconsin	republican	an interview
__FALSE__2 , 	There is no disagreement that we need action by our government, a recovery plan that will help to jump-start the economy.	economy,stimulus	barack-obama	President	Illinois	democrat	a news conference
__FALSE__2 , 	Wind power is the most undependable form of renewable energy.	economy,energy,environment,science,technology	james-oneil	attorney	Rhode Island	democrat	an appearance on "10 News Conference."
__FALSE__2 , 	McCain "still thinks it's okay when women don't earn equal pay for equal work."	legal-issues	hillary-clinton	Presidential candidate	New York	democrat	a speech at the Democratic National Convention.
__FALSE__2 , 	On the new dollar coins, "'In God We Trust' is gone!"	patriotism	chain-email			none	a message circulated to many people.
__FALSE__2 , 	Says Rick Perrys Pay to Play politics led him to send $899 million to an offshore call center in Bermuda, driving down enrollment in childrens health insurance	health-care	texas-democratic-party	Political party	Texas	democrat	news release
__FALSE__2 , 	Gov. McDonnells proposed budget is cutting public education.	city-budget,county-budget,education,pensions,state-budget	donald-mceachin	State senator	Virginia	democrat	a speech.
__FALSE__2 , 	A [bank] surveillance camera capturing a criminals face and other identifiable traits would certainly discourage robbery attempts and serve as a deterrent to robbers.	crime,criminal-justice	stephen-ucci	Rhode Island legislator	Rhode Island	democrat	a news release
__FALSE__2 , 	Theres been no conclusive or specific report to say Russia was trying to muddy the election.	elections,foreign-policy	reince-priebus	Chairman, Republican National Committee	Wisconsin	republican	comments on "Meet the Press"
__FALSE__2 , 	Says Christopher Little has a history of working against environmental protection by defending the worst types of corporate polluters	candidates-biography,elections,environment,legal-issues	edwin-pacheco	Democratic party chairman	Rhode Island	democrat	a press release from the Rhode Island Democratic Party
__FALSE__2 , 	Says Gov. Scott Walker dropped out or was kicked out of college short of a degree not long after he was kicked out of student elections at Marquette University.	candidates-biography,education	state-democratic-party-wisconsin		Wisconsin	democrat	a web posting
__FALSE__2 , 	Wisconsins projected state budget shortfall is now as low as $1.5 billion	state-budget	jim-doyle	Lawyer	Wisconsin	democrat	a statutorially required report on the state budget deficit
__FALSE__2 , 	Says Ohio Rep. Marcy Kaptur actually lives in a fancy condo in the Washington, D.C. suburbs.	congress,elections,job-accomplishments,message-machine-2012	campaign-primary-accountability	Political action committee	Texas	none	a campaign commercial
__FALSE__2 , 	Says Mitt Romney supports cap and trade.	cap-and-trade,climate-change,corrections-and-updates,message-machine-2012	rick-santorum		Pennsylvania	republican	a video ad airing in Michigan
__FALSE__2 , 	The immigration bill has a specific provision that says that Secretary Napolitano does not have to build any fence if she chooses not to.	immigration	jeff-sessions		Alabama	republican	an interview on CBS Face the Nation
__FALSE__2 , 	On redistricting.	redistricting	richard-saslaw	State Senate Minority Leader	Virginia	democrat	an interview.
__FALSE__2 , 	Says the stimulus bill sent tax credits overseas, such as half a billion to an electric car company that created hundreds of jobs in Finland.	corporations,energy,environment,message-machine-2012,stimulus	americans-prosperity			none	a TV ad
__FALSE__2 , 	After the attack on a U.S. diplomatic mission in Benghazi,Libya,the ambassadors body was dragged through the street.	foreign-policy,terrorism	laura-ingraham	Political commentator and radio talk show host		none	a broadcast of ABC's "This Week"
__FALSE__2 , 	Six thousand people have sought addiction treatment through expanded Medicaid.	bipartisanship,drugs,medicaid	maggie-hassan	Candidate for governor	New Hampshire	democrat	her State of the State speech in Nashua
__FALSE__2 , 	The problem with raising tax rates on the wealthiest Americans is that more than half of them are small business owners.	deficit,federal-budget,taxes	john-boehner	Speaker of the House of Representatives	Ohio	republican	a news conference
__FALSE__2 , 	Bill McCollum backed Jim Greers effort to hide financial irregularities.	ethics,message-machine,transparency	rick-scott	Governor	Florida	republican	a TV ad.
__FALSE__2 , 	Says under President Barack Obama theres been the lowest discretionary spending weve had in decades in the United States.	federal-budget	cory-booker	U.S. senator	New Jersey	democrat	a roundtable discussion on NBCs Meet The Press
__FALSE__2 , 	In one year, (President Obama) provided $90 billion in breaks to the green energy world into solar and wind, to Solyndra and Fisker and Tesla and Ener1.	candidates-biography,corporations,debates,energy,environment,stimulus	mitt-romney	Former governor	Massachusetts	republican	the first presidential debate in Denver
__FALSE__2 , 	Hedge fund managers pay less in taxes than nurses and truck drivers.	economy,income,jobs,taxes	hillary-clinton	Presidential candidate	New York	democrat	an appearance in Mason City, Iowa
__FALSE__2 , 	Wisconsin law says all recall petition signers must sign in the presence of another person.	elections	kurt-schuller	State treasurer	Wisconsin	republican	a tweet
__FALSE__2 , 	In early voting in Miami-Dade County, there is a trickle of two or three people a day at a very high cost to keep those public libraries and polls open.	elections,florida	miguel-diaz-de-la-portilla	State Senator District 36	Florida	republican	a Senate Rules Committee meeting
__FALSE__2 , 	The big Wall Street banks, the big corporations give many times more political donations to Democrats than Republicans.	campaign-finance,corporations,elections	jim-demint	President, Heritage Foundation	South Carolina	republican	an interview
__FALSE__2 , 	David Perdue has never voted in a Republican primary until his name was on the ballot.	voting-record	jack-kingston	U.S. Representative	Georgia	republican	Friends of Jack Kingston flyer
__FALSE__2 , 	Says in Texas its legal to shoot someone whos committing a public nuisance under the cover of dark.	guns,legal-issues	robert-reich	Economics professor at the University of California (Berkeley)	California	democrat	a blog post
__FALSE__2 , 	Says Oregon state employees received a catch-up pay raise in 1981 -- just two years after they agreed not to take a raise in exchange for a retirement benefit.	labor,retirement,unions	dennis-richardson	state representative	Oregon	republican	a press briefing
__FALSE__2 , 	All of Texas is conservative, except a little bit of Austin.	polls,states	sean-hannity	Radio/TV host		none	while interviewing Donald Trump in Austin
__FALSE__2 , 	Scientists have shown us (that) the greater possibilities, the real science movement, has been with adult stem cell research. It has not been with embryonic.	health-care	scott-walker	Milwaukee County Executive	Wisconsin	republican	a news conference with reporters
__FALSE__2 , 	On implementing a sales tax.	message-machine,taxes	doug-ainge	high school teacher	Oregon	democrat	a television ad
__FALSE__2 , 	A few weeks ago, (the) education committee in Congress is deciding whats going to be in your local salad bar.	congress,education,food-safety,market-regulation	dave-brat	College professor	Virginia	republican	a podcast.
__FALSE__2 , 	A proposed regional transportation tax will last a minimum of 10 years, and has been approved to last longer.	transportation	anonymous-flier			none	
__FALSE__2 , 	Warren Buffett called (Jeff) Greenes scheme financial weapons of mass destruction.	candidates-biography,financial-regulation,message-machine	kendrick-meek		Florida	democrat	a television ad
__FALSE__2 , 	Its not true that since hes been the president, executions in Iran have increased by four times.	crime,human-rights,abc-news-week	mahmoud-ahmadinejad			none	ABC's "This Week"
__FALSE__2 , 	Over half the people on disability are either anxious or their back hurts.	disability	rand-paul	Candidate for U.S. Senate and physician	Kentucky	republican	a speech in New Hampshire
__FALSE__2 , 	One of every two Wisconsin residents are on some kind of government handout.	federal-budget,medicare,social-security	scott-fitzgerald	State Senator, 13th District	Wisconsin	republican	a speech at the state GOP convention
__FALSE__2 , 	A new ruling by the EPA would force dairy farmers to comply with the Spill Prevention, Control and Countermeasure Program when dealing with spilt milk -- the same regulations oil and natural gas producers must follow.	environment	morgan-griffith	U.S. Congressman	Virginia	republican	a newsletter.
